row ID,NewRowID,Common Filename,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,Karyotype,CT Probe Color,NucleusID,CT Label,Volume (in pixel units) (Geometric Features 3D),Volume of Convex Hull (Geometric Features 3D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Dimension 0 (Centroid),Dimension 1 (Centroid),Dimension 2 (Centroid),Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Center of Gravity in Dimension#2 (Center of Gravity),Volume (in pixel units) (Geometric Features 3D) (CT),Volume of Convex Hull (Geometric Features 3D) (CT),Minimum (Statistic Features) (CT),Maximum (Statistic Features) (CT),Mean (Statistic Features) (CT),Sum (Statistic Features) (CT),Skewness (Statistic Features) (CT),Median (Statistic Features) (CT),Kurtosis (Statistic Features) (CT),Standard Deviation (Statistic Features) (CT),Variance (Statistic Features) (CT),Harmonic Mean (Statistic Features) (CT),Geometric Mean (Statistic Features) (CT)
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#10#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#10,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,10,1,53289,54583.79167,0,991,487.4533018,2.60E+07,0.003165698,482,3.162456427,140.1537196,19643.06512,0,0,51.44659588,24.51155528,3.24609619,51.51883518,24.41379705,3.223575008,1601,1673.375,761,4464,2102.677701,3366387,0.634712771,2024,3.048477045,610.8027493,373079.9986,1935.14529,2017.326397
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#11#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#11,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,11,1,56143,57244,0,798,395.6973977,2.22E+07,-0.115169219,393,3.232669691,116.4839416,13568.50864,0,0,49.54715026,40.74818653,3.402072539,49.43028623,40.72092082,3.334712893,1930,2152.583333,716,4137,1999.961658,3859926,0.648505883,1958,3.478476576,574.6189186,330186.9016,1840.418134,1919.63694
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#12#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#12,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,12,1,53053,53862.33333,0,804,408.5167286,2.17E+07,-0.201520425,407,3.261663862,114.2843609,13060.91515,0,0,46.64179988,20.09177028,2.642391948,46.94494669,20.04603321,2.493027585,1689,1768.708333,1058,4370,2205.12907,3724463,0.637655251,2132,3.057381642,592.9003076,351530.7748,2055.756035,2128.767826
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#13#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#13,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,13,1,56655,58008.58333,0,780,369.4423264,2.09E+07,0.050077808,365,2.784496019,113.6995757,12927.59352,0,0,67.83258595,32.73692078,2.73916293,67.69734876,32.81875064,2.55024152,1338,1448.583333,935,4424,2010.653961,2690255,1.054419039,1903,4.169417723,601.0520338,361263.5473,1856.054459,1929.738403
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#14#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#14,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,14,1,62245,63348.95833,0,904,413.2464937,2.57E+07,-0.160322891,413,3.297960314,112.0317661,12551.11662,0,0,53.73995272,40.49093775,3.469661151,53.7644571,40.40129182,3.458753117,1269,1256.375,734,3658,1886.753349,2394290,0.32504857,1852,2.601910422,520.0563742,270458.6323,1740.144913,1814.000303
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#16#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#16,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,16,1,42950,44069.125,0,1022,496.7711059,2.13E+07,0.06632668,491,2.764711441,153.3485221,23515.76923,0,0,28.87871581,44.01307967,3.454221165,28.97112336,43.94375274,3.246998443,1682,1878.541667,882,3952,2226.104043,3744307,0.051287773,2257,2.751382612,540.3665658,291996.0255,2081.827276,2156.426833
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#17#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#17,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,17,1,58509,60449.375,0,749,378.9034337,2.22E+07,-0.01374438,376,2.975110855,106.5172215,11345.91848,0,0,57.49006623,41.37748344,3.5,57.47280905,41.36587797,3.484036957,1208,1225.416667,852,3308,1841.069536,2224012,0.299226444,1837,2.764195166,452.6229734,204867.5561,1726.990062,1784.587188
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#17#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#17,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,17,2,58509,60449.375,0,749,378.9034337,2.22E+07,-0.01374438,376,2.975110855,106.5172215,11345.91848,0,0,65.37070524,77.54882459,2.962025316,65.29181985,77.45398623,2.745128432,1106,1143.416667,641,2097,1355.616637,1499312,-0.292822901,1382,2.333710563,301.1808967,90709.93254,1278.583417,1318.845853
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#18#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#18,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,18,1,57488,59109.08333,0,762,359.6424645,2.07E+07,0.007579323,358,2.82967227,107.3640823,11527.04617,0,0,67.21639855,63.16917488,3.418266736,66.90885203,62.7005999,3.527104831,1927,2103.5,832,4626,1873.781526,3610777,1.016543246,1760,4.236581936,615.7365407,379131.4876,1698.42901,1782.082744
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#2#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,2,1,70927,73087.75,0,789,372.7221086,2.64E+07,0.089275021,368,2.73939933,114.2059237,13042.99302,0,0,29.53063063,84.65765766,3.205405405,29.50710883,84.50882261,3.195142243,1110,1151.958333,569,2986,1498.708108,1663566,0.681812237,1430,3.114382766,452.2526619,204532.4702,1370.360572,1433.369441
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#20#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#20,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,20,1,59717,60719.16667,0,691,362.2528426,2.16E+07,-0.175807097,363,3.024066076,106.1707491,11272.22797,0,0,55.66423358,20.736618,2.629562044,55.87946762,20.24675635,2.434065426,1644,1998.416667,782,5037,1743.299878,2865985,1.746901172,1689,8.248966496,549.7828405,302261.1717,1605.715627,1670.468632
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#21#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#21,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,21,1,67404,69018.875,0,628,313.8028604,2.12E+07,-0.120035371,314,2.895878458,97.11570205,9431.459585,0,0,56.87676936,60.54704413,3.129891757,57.08408217,60.36531285,3.083631245,1201,1236.916667,815,4628,1848.376353,2219900,1.48325081,1747,5.910360938,597.9137019,357500.7949,1695.109113,1766.54148
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#22#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#22,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,22,1,56041,56809.66667,0,918,437.0365268,2.45E+07,-0.240764777,443,2.906649726,132.1832787,17472.41917,0,0,64.44645341,46.90194715,3.156467316,64.53885764,46.86688146,3.171312029,1438,1500.208333,1288,5454,2778.929068,3996100,0.837070975,2598,3.077644684,883.376519,780354.0743,2533.375626,2650.214354
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#23#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#23,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,23,1,49815,50838.33333,0,850,391.6261969,1.95E+07,-0.034005473,387,3.1073468,114.153397,13030.99804,0,0,57.11752717,18.31861413,2.821331522,56.94167121,18.35147418,2.608522649,1472,1757.041667,845,4579,1959.644022,2884596,1.058486303,1792,3.737477652,668.4883977,446876.7379,1770.285029,1858.959825
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#24#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#24,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,24,1,60684,62787.95833,0,838,348.5187034,2.11E+07,0.104486498,348,2.458515991,133.4764952,17815.97478,0,0,95.3055199,42.9351733,3.351732991,95.36878609,43.03744788,3.220051716,1558,1605.333333,639,2596,1392.778562,2169949,0.266521685,1382,2.802718171,348.0246049,121121.1256,1302.650961,1348.292831
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#24#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#24,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,24,2,60684,62787.95833,0,838,348.5187034,2.11E+07,0.104486498,348,2.458515991,133.4764952,17815.97478,0,0,41.81182519,65.64113111,3.555784062,41.82360263,65.54274837,3.88206281,1945,2113.958333,820,4422,1888.007712,3672175,0.715482752,1850,3.616762201,580.6130899,337111.5601,1720.118452,1802.39131
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#25#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#25,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,25,1,55422,58644.33333,0,888,442.2916892,2.45E+07,-0.096276781,441,3.014001245,121.9532461,14872.59423,0,0,82.22960725,11.61933535,2.975830816,82.0240569,11.41211143,2.831772317,993,984.5833333,892,2892,1640.873112,1629387,0.392431955,1632,2.911769316,382.4054095,146233.8972,1552.121185,1596.477476
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#25#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#25,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,25,2,55422,58644.33333,0,888,442.2916892,2.45E+07,-0.096276781,441,3.014001245,121.9532461,14872.59423,0,0,48.00044444,71.75511111,3.465777778,47.99991145,71.79644217,3.463195669,2250,2377.125,925,4410,2163.314222,4867457,0.714006158,2058,3.120356255,647.7340244,419559.3663,1984.556817,2071.45934
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#26#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#26,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,26,1,43915,44907.66667,0,1204,536.1864283,2.35E+07,0.237122844,524,3.303176942,165.492621,27387.80759,0,0,34.05759162,47.18474196,3.293193717,34.03645524,47.18351441,3.41949587,1337,1358.833333,1055,6386,2581.725505,3451767,1.267537023,2389,4.610549169,910.9412617,829813.9822,2324.134583,2443.842277
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#27#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#27,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,27,1,62522,64523.16667,0,902,424.5803877,2.65E+07,0.038182727,421,2.758410509,117.3555473,13772.32447,0,0,65.49779736,82.52926369,2.740088106,65.22671556,82.72808545,2.61736597,1589,1676.25,0,4738,2043.64443,3247351,0.835079185,1914,3.651369737,715.2599297,511596.7671,0,0
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,28,1,118822,130828.4167,0,1105,375.7760852,4.47E+07,0.571596722,365,3.879223954,125.5282019,15757.32947,0,0,172.25,26.86744966,3.305369128,171.7806738,27.21718604,3.226170783,2384,3454.125,627,2248,1327.473574,3164697,0.096453011,1318,2.446769272,307.5022821,94557.65352,1251.932724,1290.438559
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,28,2,118822,130828.4167,0,1105,375.7760852,4.47E+07,0.571596722,365,3.879223954,125.5282019,15757.32947,0,0,130.0576259,28.93754313,3.34057971,130.1549836,28.90622368,3.272191803,2898,3024.416667,725,3528,1585.792616,4595627,0.56926,1544,3.396791383,426.2578018,181695.7136,1473.783484,1529.526589
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28#1#3,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,28,3,118822,130828.4167,0,1105,375.7760852,4.47E+07,0.571596722,365,3.879223954,125.5282019,15757.32947,0,0,89.02954779,42.91366906,3.013874615,89.22174753,43.12665178,2.810514985,3892,5554.875,397,1740,1015.420606,3952017,-0.142025371,1028,2.513647914,242.5407418,58826.01143,949.3713136,983.8352222
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28#1#4,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,28,4,118822,130828.4167,0,1105,375.7760852,4.47E+07,0.571596722,365,3.879223954,125.5282019,15757.32947,0,0,135.8455087,82.93290664,3.47230192,136.2822328,82.13755227,3.465696762,4531,6179.166667,637,2316,1363.950121,6180058,0.084598964,1364,2.537277944,284.5461445,80966.50833,1301.383169,1333.239162
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28#1#5,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,28,5,118822,130828.4167,0,1105,375.7760852,4.47E+07,0.571596722,365,3.879223954,125.5282019,15757.32947,0,0,39.95944717,96.30787416,3.508274232,41.56044062,95.72983895,3.719269198,5499,8022.166667,519,2184,1236.823968,6801295,0.185883188,1237,2.557807185,306.8630027,94164.90244,1157.06153,1197.53933
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28#1#6,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F001Zall, D04,1,1,X,18,Y,X,18,Y,XY,FarRed,28,6,118822,130828.4167,0,1105,375.7760852,4.47E+07,0.571596722,365,3.879223954,125.5282019,15757.32947,0,0,74.87530091,98.22725084,3.65045739,74.74372463,98.12696194,4.051435731,2077,2167.75,889,3565,1984.41454,4121629,0.289238346,1970,2.397632545,564.3599552,318502.159,1820.825384,1902.817276
